wallet_address,wallet_label,chain_key,chain_name,vm,asset_type,symbol,name,contract,balance,price_eur,value_eur,flags
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,ZKH,zkSync Hustler,0x976af522e63fa603b9d48e9207831bffb5dd4829,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,ZKD,zkDmail Explorer,0x9d405d767b5d2c3f6e2ffbfe07589c468d3fc04e,1,0,0,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,ZKO,zkSync Root,0x9f5417dc26622a4804aa4852dfbf75db6f8c6f9f,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,BLCK,blockton,0xa0b39242fee0101c0a898ce18428c11502e43087,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,PCS-V3-POS,Pancake V3 Positions NFT-V1,0xa815e2ed7f7d5b0c49fda367f249232a1b9d2883,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,ZKL,zklash,0xa93f63147b7ac4222c259879e035672b308c9723,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,NMSS,NomisScore,0xabe08390c1d5c7fdb6fc6f17eed6c8cfc193a259,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,SPACE,Layer3 Infinity CUBE,0xace09d4b553fb56df01765da09bd66bda0bd6805,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,STARS,ZkStars.io 7,0xafec8df7b10303c3514826c9e2222a16f1486bee,1,0,0,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,HAND,diamondhand,0xb1a14178ceee1e5fc16d40626f4027e4c8b1fc57,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,CWN-ZKSYNC,Galxe - CWN on ZKSYNC,0xb293320e3dd8b09eec3b026914ed49b12f542581,6,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,ZEEKBADGE,ZeekBadge,0xb99bf0f8182662cf041bd948497d104ee68f8936,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,LL,Luma Lama,0xbe00db7e345e1660cc33c68cd207c7ef21fff669,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,N2MBRONZEPIN,Bronze Supporter Pin,0xc0fba74d55fdafa02332c64678d98432b4add89a,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,N2MSILVERPIN,Silver Supporter Pin,0xc117ca58f964d4348ddb9b385001bfb861d1f826,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,CTRL,control,0xc5e5b79580f8733f40abc957ea2361a582109c63,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,STARS,ZkStars.io 11,0xc92fc3f19645014c392825e3cfa3597412b0d913,1,0,0,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,STARS,ZkStars.io 14,0xca0848cadb25e6fcd9c8ce15bcb8f8da6c1fc519,1,0,0,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,N2MOwners,NFTs2Me Owners,0xcad22a42e9c7f19e24e092739ca1df19a6502e42,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,UNICORN,Innovative Unicorn,0xcaf741840240e6ab1a010d13368c2d15774487d3,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,N111,n111,0xcb4ef54fd62487993af1e0df1d7d9d7bfda7596c,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,ZNS,zkSync Name Service,0xcc788c0495894c01f01cd328cf637c7c441ee69e,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,ZKK,zkSync King,0xd092e42453d6864ea98597461c50190e372d2448,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,GUILD,Guild Pin,0xd1e4254fe7e56f58777ba624e7eeb3644f872b0d,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,TEVAN,CitizenID,0xd29aa7bdd3cbb32557973dad995a3219d307721f,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,STARS,ZkStars.io 4,0xd834c621dea708a21b05eaf181115793eaa2f9d9,1,0,0,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,ZKE,zkSync Exhibit,0xdc5401279a735ff9f3fab1d73d51d520dc1d8fdf,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,CWN zkSync,C28 Web3 Nexus on zkSync (2),0xdfa474a1f03ae5b5cee4293be3cda3b917ec7882,1,0,0,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,RAI,rainboptic,0xe0b893d93227bc97e963f9a34bd9d00a5950de5f,1,0,0,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,OZG,Owlto x zkSync Guardian,0xe1e929441984a2e8926ab1dcceb668b64d33e946,2,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,STARS,ZkStars.io 1,0xe7ed1c47e1e2ea6e9126961df5d41798722a7656,1,0,0,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,MOR,morning,0xeb4df46171bb5940f28de155d02799dc44353bd9,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,CC,Castle Crazer,0xed02e440a50d6d9c1c55ec9a59fc028eeb331d12,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,STARS,ZkStars.io 17,0xee0d4a8f649d83f6ba5e5c9e6c4d4f6ae846846a,1,0,0,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,STARS,ZkStars.io 5,0xf19b7027d37c3321194d6c5f34ea2e6cbc73fa25,1,0,0,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,RFI,Robots.Farm Airdrop,0xf27e53edc24be11b4c5dc4631fd75ea0ed896d64,41,0,0,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,CNFT,coNFT ZKSync OG,0xf3ef1a67b809f0007fea8837c5d075e92e583734,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,Vip3SBTZK,vip3-sbt-zk,0xf5bf718beafc62503aa5b30e982ee2e050632df1,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,ITUB,Galxe - Holdstation x Goat.Tech: I Trust U Bru,0xf669eac40a351ca2d00ebe110d93d0c524f54e56,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,SGMA,sigma,0xf68e88c7000ff4172406ac9b254460cc0c89981c,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,STARS,ZkStars.io 20,0xf72cf790ac8d93ee823014484fc74f2f1e337bf6,1,0,0,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,CUBE,LAYER3 CUBE,0xf77bd7c05598e094bc06e34bb81c07bd3b091db1,128,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,W3AzkSync,W3A zkSync,0xfd2686a8f90f471d8a1b4e2a0742ebc057da54f5,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,STARS,ZkStars.io 18,0xfda7967c56ce80f74b06e14ab9c71c80cb78b466,1,0,0,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,SPE,spectralunivers,0xfe9ec2ada6beba1c45e5f32bfea87ff9fa1d7deb,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ZKSYNC_ERA,zkSync Era,EVM,token,ZKH,zkheaven,0xff8ce4a18f135c890ca1722ce83bad85efd29c51,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ARBITRUM_NOVA,Arbitrum Nova,EVM,native,ETH,ETH,native,0.005016271762952586,1549.62,7.77,
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ARBITRUM_NOVA,Arbitrum Nova,EVM,token,Hazel,Hazel,0x0fb618cf245e6fb4075f12f28f55a0ed57078dfc,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ARBITRUM_NOVA,Arbitrum Nova,EVM,token,GM,GMCards,0x8715c0b428b506c82492d8b7aead77199d0dc415,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ARBITRUM_NOVA,Arbitrum Nova,EVM,token,Gaikotsu,Gaikotsu,0x8752b32cf510e0acfb05ee20331de1de03b41695,1,0,0,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ARBITRUM_NOVA,Arbitrum Nova,EVM,token,WMX,Womex,0xc9940d3c5fce7f5868d127b38128768aec7a0809,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,ARBITRUM_NOVA,Arbitrum Nova,EVM,token,Onyx,Onyx,0xfc51e7c4a138d35b633fd1fb60992e33349a139e,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,REYA,Reya Network,EVM,native,ETH,ETH,native,0.00479844731457042,1541.74,7.4,
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,REYA,Reya Network,EVM,token,REYA,Reya Account NFT,0x0354e71e0444d08e0ce5e49eb91531a1cac61144,2,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,PLASMA,Plasma,EVM,native,XPL,XPL,native,78.58858974969738,0.09,7.37,
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,PLASMA,Plasma,EVM,token,www.base1.cfd,www.base1.cfd - claim Your Base airdrop,0xc8530940865f660b5f7463be0bc41375a062a318,8888,0,0,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,PLASMA,Plasma,EVM,token,www.base1.cfd,www.base1.cfd - claim Your Base airdrop,0xd88ad447c492c3f2064bc4e7f96829f99cf6fb82,8888,0,0,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,PLASMA,Plasma,EVM,token,www.base1.cfd,www.base1.cfd - claim Your Base airdrop,0x54710de763b607e29cf02d66f3783f5e4a117d61,8888,0,0,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,PLASMA,Plasma,EVM,token,www.base1.cfd,www.base1.cfd - claim Your Base airdrop,0x77a18f8c9b4b012b685b2963297c0941642a71a0,8888,0,0,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,PLASMA,Plasma,EVM,token,www.base1.cfd,www.base1.cfd - claim Your Base airdrop,0xf850a9db92c88c4ad15dd21b2ac2199e75db333d,8888,0,0,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,DOMA,Doma,EVM,native,ETH,ETH,native,0.00454798447476054,1542.92,7.02,
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,TAIKO_ALETHIA,Taiko Alethia,EVM,native,ETH,ETH,native,0.004509426183359729,1536.52,6.93,
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,HEMI,Hemi,EVM,native,ETH,ETH,native,0.004228083191355273,1542.92,6.52,
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,native,ETH,ETH,native,0.001175395456769139,1551.11,1.82,
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,OP,Optimism,0x4200000000000000000000000000000000000042,29.49157358908682,0.09321658455025278,2.75,
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,WCT,WalletConnect Token,0xef4461891dfb3ac8572ccf7c794664a8dd927945,45.38886228378481,0.03849431848067727,1.75,
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,WCT Claimable,WCT Staking Reward Distributor,0xf368f535e329c6d08dff0d4b2da961c4e7f3fcaf,12.801850327122676,0,0,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,WCT Stake,WCT Stake Weight,0x521b4c065bbdbe3e20b3727340730936912dfa46,71.20149938934311,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,Comp WETH Borrow,Compound V3 cWETHv3 Borrowed,0xe36a30d249f7761327fd973001a32010b521b6fd,0.006386530640144658,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,Comp wrsETH,Compound V3 cWETHv3 Collateral,0xe36a30d249f7761327fd973001a32010b521b6fd,0.007411786054006139,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,ZNSP,ZNS Pass,0x6e8d4a797b308b7d20fefd2a583cda35532b7b34,2,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,ZNS,ZNS Token,0x08a2e8fd30d8fe9c935f487f8040abe4db0bbe2a,1000000,0,0,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,ZNSB,ZNS Badge,0x70767123a5b830fcde186cf54ffa4accab225c67,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,ZNS,ZNS Token,0x00cb9853ac23b4e13d690baefdc0b53c48d3ff2c,1000000,0,0,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,ZNSB,ZNS Badge,0x29273d5d5e05ed4d61ab2506cd3b0f7970ab31ab,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,FVXX,Fractal Visions,0x375fd1a953893fdb416388457e62d5705e65a0fc,206,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,INAME,InfinityName,0x160f10843389773986f44db9b64e318c50b7fc7f,4,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,COSMS,Micro Cosms,0x56f3e100a11fe5f01d7681eb887bcfb220f82118,2,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,Rubyscore_Profile,Rubyscore_Profile,0x009dbfee9e155766af434ed1652ca3769b05e76f,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,Polyhedra 2024,Polyhedra 2024,0x5c76022aa08b7dc7998494b2c1b49ec1137c9922,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,HypAtlasNFT,HANFT,0x5d8a8e49b38b2af477b26c80913a19871eae8f17,509,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,CNC,Cancun,0x60dcb74e687357308a54e905118c21f0199ceada,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,Isadora,Isadora,0x7681efc498fc9250d7094fce7a8a0cc7ff0e0e45,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,OPSF,OP Mainnet SuperFest Wristband,0x80f4810c3787194c8529b1be58e8fc5f6db80de7,1,0,0,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,UNI,Galxe - Unichain,0x83bccc6ec17d9984d1a013b1e34d8878b632a7c9,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,InkChain,Galxe - InkChain,0x884c68695c6eccf209a13766b7c6f8179be1150f,1,0,0,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,HDRIP,Holograph Drip,0x8ffcb5e93c5ac102baf476e29778fea029530770,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,ZMA,Zora MBADGE A,0x9c31e124c34c9743bf9631136cb6c5f91df529b9,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,Yuriko,Yuriko,0xbc46018a2c098eadc1414807b1c357280330c2be,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,HANFT,hypAtlasNFT,0xbe33517a5e86ac24f1819fd38c6e85a91b454552,5,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,Eclipse,Eclipse,0xc2c12fd12f070b384cf226c04407f72cc4f1236a,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,UNI-V3-POS,Uniswap V3 Positions NFT-V1,0xc36442b4a4522e871399cd717abdd847ab11fe88,2,0,0,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,FRSF,Fraxtal SuperFest Wristband,0xccb9106a4a40d4f6725c0f5ac6055af1eda8fb56,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,vawstETH,vawstETH Pool,0xdd63ae655b388cd782681b7821be37fdb6d0e78d,0.000098991162556605,1916.7238543408127,0.19,
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,Papaya,Papaya,0xdf5b1a234308266b2b37f58609cfa96cff13736f,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,Nanase,Nanase,0xe3d89f5cda8885a977ed2992a1ca8021523111ad,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,Binary,Binary,0x7c20869ce5e1bea78bc97c7fd5c2afe0250cd74a,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,Raven,Raven,0x80e288556452501ba1ece10ea9387563bb64e2a4,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,PBDGeve,Partner Badge,0x948c634086661bda90cd15246ea4fe98b03530a2,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,BASF,Base SuperFest Wristband,0xa295bed246c51ee4848bc71f496d0ddd03cb296d,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,LARRY,LARRY TALBOT,0xad984fbd3fb10d0b47d561be7295685af726fdb3,1000000000,0,0,
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,LZEROMA,I Was At Layer0 MBADGE A,0xae73a0761f4c0136800614311b7cdf56ba495f2f,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,Rina,Rina,0xc6c6b310cfd01bad67e5bfbf0c0f47f09bda2aed,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,SurfScore,SurfScore: Proof of Activity Badge,0xe1b97597f62a2cea431c232b5e90efedb51aa5f4,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,NMM,Nekodex Meets Mercle,0x0aa58b4168b04ab7934d8d150b43f2ae288f7779,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,ALZNFT,Atlas lzNFT,0x0db918c66b114d199baffc6c7e672da56e23d6c2,13,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,OAT,Galxe OAT,0xb83a46447900f0637baab08ffa8ed03447e10bf0,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,sAMMV2-USDC/sUSD,StableV2 AMM - USDC/sUSD,0xbc26519f936a90e78fe2c9aa2a03cc208f041234,2e-18,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,esEXA,escrowed EXA,0xbea586a167853adddef12818f264f1f9823fbc18,0.9598239802324247,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,ELEVEN,Eleven,0xd1e31904865c9d38040cef595677dc127537b296,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,Sienna,Sienna,0xd227747cccc30ac8da78e391c49d57770ace5038,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,Pass,Pass,0xd31399c4482643ed143f888248f0e740bc91dd40,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,Celeste,Celeste,0xd437990f08077e372fb1b386a62ccc48967352dc,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,BULL,Bullrun,0xe0d83db75a01ff01c2706d6df299207c420d7da8,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,HANFT,hypAtlasNFT,0xe1e27d578d3d8c7c593c86d863b013b0d9e6af85,30,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,NMSS,NomisScore,0xe2627bab7af74e333f3d89e4bd78c919d8b930e8,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,AWETH,Aave v3 WETH,0xe50fa9b3c56ffb159cb0fca61f5c9d750e8128c8,1.34400206e-10,0,0,
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,AIJH,am i just high?,0xe6571b46a431714e379cfda7ed5d5d462c27ad9b,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,MOSF,Mode SuperFest Wristband,0xe6ebd2f64c746c1d83a87f2cff6a76e99577eb62,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,IBTM,i broke time,0xed869cf41dd652d9aa4d846b10981dc8dd8349a3,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,Polyhedra 2024,Polyhedra 2024,0xee7c3d2ff9ef8dbf3e66704a156d3ee9700cf72e,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,LZE,Layer Zero Expedition,0xf190f29b61f2664d413aba437b06d55b381f8976,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,Ruby,Ruby,0xf1b038fb376b605063b0181529b7f90bc4d8b426,1,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,variableDebtOptrETH,Aave Optimism Variable Debt rETH,0xf611aeb5013fd2c0511c9cd55c7dc5c1140741a6,1.90504e-12,,,NO_PRICE
0x17d518736ee9341dcdc0a2498e013d33cfcdd080,Ledger,OPTIMISM,Optimism,EVM,token,ACHIVX,ACHIVX,0xfaf87e196a29969094be35dfb0ab9d0b8518db84,0.0001,,,NO_PRICE
